Model year,Make,Model,Vehicle class,Engine size (L),Cylinders,Transmission,Fuel type,City (L/100 km),Highway (L/100 km),Combined (L/100 km),Combined (mpg),CO2 emissions (g/km),CO2 rating,Smog rating,Driving_Duration_hrs,Average_Speed_kmh,Acceleration_Pattern,Braking_Pattern,Route_Type,Time_of_Day,Weather_Conditions,Vehicle_Load,Driving_Style,Safety_Features_Usage,Traffic_Violations,Reliability_Rating,Recalls,Service_History,Electronics_Quality,Manufacturer_Reputation_Score,Engine_Quality_Score,Transmission_Quality_Score,Electronics_Quality_Score,Avg_Engine_RPM
2023,Chevrolet,Tahoe,Sport utility vehicle: Standard,3,6,A,Diesel,11,8.5,9.9,29,265,4,3,3,68,Conservative,Normal,Mixed,Morning,Clear,Heavy load,Conservative,Cruise control,5,11,1,Major repairs,Excellent,6,11,7,6,3945
2023,Chevrolet,Tahoe,Sport utility vehicle: Standard,5.3,8,A,CNG,15.8,11.8,14,20,327,3,6,8,111,Aggressive,Hard,Mixed,Afternoon,Snowy,Light load,Conservative,ABS,5,9,2,Very often,Excellent,9,6,7,9,2088
2023,Chevrolet,Tahoe 4WD,Sport utility vehicle: Standard,3,6,A,Diesel,11.7,9,10.5,27,281,4,3,5,127,Conservative,Normal,Mixed,Morning,Cloudy,Full load,Conservative,Airbags,2,8,0,Regular servicing,Excellent,8,8,8,9,2431
2023,Chevrolet,Tahoe 4WD,Sport utility vehicle: Standard,5.3,8,A,CNG,15.8,11.8,14,20,327,3,6,9,120,Aggressive,Gentle,Rural,Morning,Cloudy,Light load,Moderate,Seat belts,5,10,1,Minimal maintenance,Excellent,8,10,8,11,3969
2023,Chevrolet,Tahoe 4WD,Sport utility vehicle: Standard,6.2,8,A,Gasoline,16.6,13.1,15,19,352,3,6,2,122,Moderate,Hard,Urban,Morning,Snowy,Full load,Conservative,Seat belts,1,10,0,Regular servicing,Average,11,8,6,10,1057
2023,Chevrolet,Trailblazer,Sport utility vehicle: Small,1.2,3,AV,CNG,8,7.6,7.8,36,184,6,7,3,128,Conservative,Normal,Rural,Morning,Cloudy,Light load,Moderate,ABS,2,11,1,Major repairs,Very Good,9,10,6,11,4082
2023,Chevrolet,Trailblazer,Sport utility vehicle: Small,1.3,3,AV,CNG,8.1,7.2,7.7,37,180,6,7,10,94,Moderate,Gentle,Mixed,Afternoon,Rainy,Moderate load,Conservative,Seat belts,1,5,1,Very often,Average,7,7,8,7,2012
2023,Chevrolet,Trailblazer AWD,Sport utility vehicle: Small,1.3,3,A,CNG,8.9,7.8,8.4,34,197,6,7,5,130,Moderate,Normal,Urban,Afternoon,Rainy,Full load,Aggressive,Cruise control,0,8,0,Very often,Average,9,6,7,6,1912
2023,Chevrolet,Traverse AWD,Sport utility vehicle: Standard,3.6,6,A,CNG,13.6,9.6,11.8,24,277,4,6,9,50,Moderate,Gentle,Urban,Night,Rainy,Moderate load,Moderate,Airbags,2,8,0,Minimal maintenance,Very Good,10,9,7,9,3659
2023,Chrysler,300,Full-size,3.6,6,A,CNG,12.4,7.8,10.3,27,242,5,5,9,90,Conservative,Normal,Urban,Evening,Clear,Moderate load,Conservative,ABS,5,10,0,Minimal maintenance,Good,7,10,8,6,4036
2023,Chrysler,300,Full-size,5.7,8,A,CNG,14.7,9.4,12.3,23,289,4,3,5,147,Moderate,Normal,Rural,Evening,Rainy,Light load,Moderate,Airbags,2,11,2,Regular servicing,Excellent,10,9,9,6,4058
2023,Chrysler,300 AWD,Full-size,3.6,6,A,CNG,12.8,8.7,11,26,258,4,5,9,95,Aggressive,Gentle,Highway,Evening,Rainy,Moderate load,Conservative,Cruise control,2,6,2,Regular servicing,Average,10,8,6,7,2194
2023,Chrysler,300C,Full-size,6.4,8,A,Gasoline,15.9,9.6,13.1,22,307,4,1,4,115,Conservative,Gentle,Mixed,Morning,Clear,Heavy load,Moderate,Cruise control,0,6,1,Regular servicing,Excellent,9,10,9,9,3580
2023,Chrysler,Grand Caravan,Minivan,3.6,6,A,CNG,12.4,8.4,10.6,27,249,5,7,5,142,Conservative,Gentle,Highway,Evening,Clear,Light load,Aggressive,Cruise control,2,10,1,Very often,Excellent,8,9,6,8,3954
2023,Chrysler,Pacifica,Minivan,3.6,6,A,CNG,12.4,8.4,10.6,27,249,5,7,8,79,Aggressive,Gentle,Highway,Morning,Cloudy,Light load,Conservative,Cruise control,1,9,1,Regular servicing,Very Good,7,9,7,9,4596
2023,Chrysler,Pacifica AWD,Minivan,3.6,6,A,CNG,14.1,9.4,12,24,279,4,7,4,54,Aggressive,Gentle,Mixed,Night,Rainy,Light load,Aggressive,Cruise control,4,8,0,Minimal maintenance,Good,9,10,8,9,3483
2023,Dodge,Challenger,Mid-size,3.6,6,A,CNG,12.4,7.8,10.3,27,242,5,5,5,89,Moderate,Hard,Urban,Night,Rainy,Moderate load,Aggressive,Cruise control,0,9,1,Major repairs,Good,8,8,11,8,4116
2023,Dodge,Challenger (MDS),Mid-size,5.7,8,A,CNG,14.7,9.4,12.3,23,289,4,3,9,87,Moderate,Hard,Highway,Evening,Snowy,Moderate load,Aggressive,Seat belts,1,9,1,Major repairs,Very Good,7,7,11,10,1838
2023,Dodge,Challenger,Mid-size,5.7,8,M,Gasoline,15.6,10.1,13.1,22,307,4,1,2,70,Conservative,Normal,Urban,Morning,Clear,Light load,Aggressive,Cruise control,3,6,2,Regular servicing,Good,11,7,9,11,4766
2023,Dodge,Challenger (MDS),Mid-size,6.4,8,A,Gasoline,15.9,9.6,13.1,22,307,4,1,8,92,Conservative,Normal,Urban,Evening,Cloudy,Heavy load,Moderate,Seat belts,4,8,3,Minimal maintenance,Excellent,10,10,9,7,2842
2023,Dodge,Challenger,Mid-size,6.4,8,M,Gasoline,16.7,10.4,13.9,20,325,3,1,1,136,Conservative,Normal,Mixed,Afternoon,Cloudy,Full load,Moderate,Airbags,3,7,1,Major repairs,Average,10,9,9,9,4570
2023,Dodge,Challenger AWD,Mid-size,3.6,6,A,CNG,12.8,8.7,11,26,258,4,5,8,120,Moderate,Normal,Urban,Morning,Snowy,Heavy load,Aggressive,Cruise control,5,9,1,Regular servicing,Average,11,8,9,11,3477
2023,Dodge,Challenger Widebody (MDS),Mid-size,6.4,8,A,Gasoline,15.9,9.6,13.1,22,307,4,1,3,62,Conservative,Gentle,Urban,Night,Snowy,Full load,Moderate,Airbags,3,8,2,Minimal maintenance,Good,7,7,8,11,1200
2023,Dodge,Challenger Widebody,Mid-size,6.4,8,M,Gasoline,16.7,10.4,13.9,20,325,3,1,3,123,Moderate,Hard,Highway,Evening,Clear,Moderate load,Conservative,Airbags,0,10,3,Regular servicing,Good,8,10,10,7,3889
2023,Dodge,Challenger SRT Hellcat,Mid-size,6.2,8,A,Gasoline,17.6,10.7,14.5,19,339,3,1,1,148,Moderate,Hard,Mixed,Evening,Clear,Heavy load,Conservative,Cruise control,2,7,2,Very often,Average,7,7,10,9,2799
2023,Dodge,Challenger SRT Hellcat,Mid-size,6.2,8,M,Gasoline,18.1,11.4,15.1,19,352,3,1,6,94,Moderate,Gentle,Rural,Evening,Clear,Full load,Conservative,Seat belts,3,5,0,Major repairs,Good,6,10,6,8,4369
2023,Dodge,Challenger SRT Hellcat Widebody,Mid-size,6.2,8,A,Gasoline,18.6,11.4,15.4,18,359,2,1,4,101,Moderate,Normal,Urban,Night,Rainy,Moderate load,Moderate,ABS,0,11,3,Regular servicing,Average,7,9,9,6,2391
2023,Dodge,Challenger SRT Hellcat Widebody,Mid-size,6.2,8,M,Gasoline,18.1,11.4,15.1,19,352,3,1,5,62,Moderate,Hard,Rural,Night,Rainy,Full load,Conservative,Seat belts,4,8,2,Major repairs,Average,11,7,7,8,1335
2023,Dodge,Charger,Full-size,3.6,6,A,CNG,12.4,7.8,10.3,27,242,5,5,8,60,Aggressive,Hard,Urban,Evening,Cloudy,Light load,Aggressive,ABS,3,9,3,Minimal maintenance,Very Good,8,8,11,9,2900
2023,Dodge,Charger (MDS),Full-size,5.7,8,A,CNG,14.7,9.4,12.3,23,289,4,3,9,142,Moderate,Gentle,Mixed,Morning,Clear,Moderate load,Conservative,ABS,5,10,2,Regular servicing,Average,6,8,7,9,2953
2023,Dodge,Charger (MDS),Full-size,6.4,8,A,Gasoline,15.9,9.6,13.1,22,307,4,1,3,119,Conservative,Normal,Urban,Night,Clear,Moderate load,Moderate,Airbags,2,7,3,Very often,Good,9,8,8,7,1436
2023,Dodge,Charger AWD,Full-size,3.6,6,A,CNG,12.8,8.7,11,26,258,4,5,6,139,Aggressive,Hard,Urban,Afternoon,Snowy,Light load,Moderate,ABS,5,6,2,Minimal maintenance,Average,8,11,9,10,3176
2023,Dodge,Charger Widebody (MDS),Full-size,6.4,8,A,Gasoline,15.9,9.6,13.1,22,307,4,1,1,75,Moderate,Normal,Mixed,Evening,Clear,Light load,Moderate,Airbags,2,10,1,Minimal maintenance,Excellent,9,6,9,9,3651
2023,Dodge,Charger SRT Hellcat Widebody,Full-size,6.2,8,A,Gasoline,19,11.5,15.6,18,368,2,1,2,59,Moderate,Normal,Urban,Morning,Clear,Moderate load,Moderate,ABS,4,10,1,Major repairs,Excellent,7,6,8,10,1606
2023,Dodge,Durango AWD,Sport utility vehicle: Standard,3.6,6,A,CNG,13,9.4,11.3,25,266,4,7,4,109,Aggressive,Hard,Highway,Evening,Cloudy,Heavy load,Aggressive,ABS,5,11,2,Very often,Average,7,11,6,8,1678
2023,Dodge,Durango AWD,Sport utility vehicle: Standard,5.7,8,A,CNG,16.7,10.9,14.1,20,331,3,5,8,89,Conservative,Hard,Rural,Night,Cloudy,Heavy load,Moderate,ABS,0,8,1,Very often,Very Good,7,8,10,8,4822
2023,Dodge,Durango AWD SRT,Sport utility vehicle: Standard,6.4,8,A,Gasoline,18.3,12.2,15.6,18,363,2,1,8,125,Aggressive,Gentle,Mixed,Night,Snowy,Heavy load,Aggressive,ABS,1,9,0,Major repairs,Very Good,9,9,8,6,1066
2023,Dodge,Durango AWD SRT Hellcat,Sport utility vehicle: Standard,6.2,8,A,Gasoline,20.5,13.8,17.4,16,410,1,1,2,97,Moderate,Gentle,Rural,Evening,Clear,Moderate load,Conservative,Airbags,5,9,1,Major repairs,Excellent,6,7,6,10,1499
2023,Dodge,Hornet AWD,Sport utility vehicle: Small,2,4,A,CNG,11.2,8.2,9.9,29,231,5,7,4,96,Moderate,Gentle,Mixed,Morning,Clear,Heavy load,Conservative,ABS,5,7,2,Minimal maintenance,Very Good,7,8,10,9,3621
2023,FIAT,500X AWD,Sport utility vehicle: Small,1.3,4,A,CNG,10,7.9,9.1,31,221,5,6,4,74,Conservative,Gentle,Rural,Night,Snowy,Heavy load,Aggressive,Airbags,0,10,3,Major repairs,Very Good,8,9,9,9,4609
2023,Ford,Bronco 4WD,Sport utility vehicle: Small,2.3,4,AS,CNG,12.1,11.1,11.6,24,273,4,5,8,54,Moderate,Gentle,Rural,Evening,Rainy,Heavy load,Moderate,Cruise control,0,6,3,Very often,Average,8,10,6,9,1628
2023,Ford,Bronco 4WD,Sport utility vehicle: Small,2.3,4,M,CNG,11.9,11.2,11.6,24,272,4,5,2,97,Aggressive,Hard,Mixed,Afternoon,Snowy,Heavy load,Conservative,Cruise control,1,11,3,Minimal maintenance,Very Good,6,7,9,8,4115
2023,Ford,Bronco 4WD,Sport utility vehicle: Small,2.7,6,AS,CNG,12.5,11.5,12,24,283,4,5,10,147,Conservative,Gentle,Mixed,Morning,Cloudy,Light load,Conservative,ABS,0,8,3,Very often,Excellent,10,11,10,11,2855
2023,Ford,Bronco Badlands 4WD,Sport utility vehicle: Small,2.3,4,AS,CNG,13.8,13.8,13.8,20,324,3,5,9,116,Aggressive,Gentle,Highway,Evening,Cloudy,Heavy load,Aggressive,Cruise control,3,6,3,Regular servicing,Average,7,7,8,6,1510
2023,Ford,Bronco Badlands 4WD,Sport utility vehicle: Small,2.3,4,M,CNG,14.7,13.8,14.3,20,336,3,5,3,100,Moderate,Normal,Highway,Night,Rainy,Heavy load,Moderate,Cruise control,5,10,0,Very often,Very Good,10,8,11,7,4744
2023,Ford,Bronco Badlands 4WD,Sport utility vehicle: Small,2.7,6,AS,CNG,14.1,14.1,14.1,20,331,3,5,3,122,Moderate,Normal,Mixed,Evening,Rainy,Heavy load,Conservative,ABS,0,10,0,Very often,Average,7,10,7,9,4238
2023,Ford,Bronco Black Diamond 4WD,Sport utility vehicle: Small,2.3,4,AS,CNG,13.1,13.1,13.1,22,308,4,5,10,66,Moderate,Gentle,Urban,Night,Rainy,Full load,Aggressive,Airbags,4,11,1,Minimal maintenance,Excellent,9,6,7,7,4135
2023,Ford,Bronco Black Diamond 4WD,Sport utility vehicle: Small,2.3,4,M,CNG,14.7,13.1,14,20,329,3,5,6,52,Aggressive,Hard,Highway,Afternoon,Rainy,Moderate load,Conservative,Airbags,5,6,2,Regular servicing,Average,8,7,10,10,3391
2023,Ford,Bronco Black Diamond 4WD,Sport utility vehicle: Small,2.7,6,AS,CNG,13.1,13.1,13.1,22,308,4,5,9,130,Conservative,Hard,Rural,Afternoon,Snowy,Heavy load,Conservative,Cruise control,2,8,2,Very often,Very Good,8,10,9,6,2039
2023,Ford,Bronco Raptor 4WD,Sport utility vehicle: Standard,3,6,AS,CNG,15.7,14.8,15.3,18,358,2,5,6,134,Conservative,Gentle,Rural,Morning,Cloudy,Light load,Aggressive,ABS,3,8,1,Major repairs,Very Good,7,9,9,9,3628
2023,Ford,Bronco Sasquatch 4WD,Sport utility vehicle: Small,2.3,4,AS,CNG,13.1,13.8,13.4,21,314,4,5,4,88,Aggressive,Hard,Rural,Morning,Clear,Light load,Conservative,Cruise control,3,7,3,Minimal maintenance,Excellent,10,11,10,6,4922
2023,Ford,Bronco Sasquatch 4WD,Sport utility vehicle: Small,2.3,4,M,CNG,14.7,13.1,14,20,329,3,5,6,99,Aggressive,Gentle,Urban,Afternoon,Clear,Heavy load,Moderate,Seat belts,0,8,3,Major repairs,Excellent,9,8,7,9,3436
2023,Ford,Bronco Sasquatch 4WD,Sport utility vehicle: Small,2.7,6,AS,CNG,14.1,14.1,14.1,20,331,3,5,1,109,Moderate,Gentle,Mixed,Evening,Snowy,Full load,Aggressive,Seat belts,1,7,1,Very often,Average,9,7,11,11,4540
2023,Ford,Bronco Sport 4WD,Sport utility vehicle: Small,1.5,3,A,CNG,9.3,8.4,8.9,32,209,5,7,6,68,Conservative,Gentle,Highway,Morning,Rainy,Light load,Conservative,Seat belts,1,10,0,Minimal maintenance,Good,8,10,9,10,1140
2023,Ford,Bronco Sport 4WD,Sport utility vehicle: Small,2,4,AS,CNG,11.1,9,10.2,28,240,5,6,7,129,Aggressive,Gentle,Rural,Afternoon,Snowy,Heavy load,Conservative,ABS,2,10,2,Major repairs,Excellent,6,10,10,9,2039
2023,Ford,Edge AWD,Sport utility vehicle: Small,2,4,A,CNG,11.6,8.5,10.2,28,239,5,6,7,99,Conservative,Normal,Rural,Morning,Snowy,Full load,Moderate,Airbags,2,9,1,Minimal maintenance,Good,10,10,9,10,2678
2023,Ford,Edge AWD,Sport utility vehicle: Small,2,4,AS,CNG,11.5,8.4,10.1,28,238,5,6,8,53,Moderate,Hard,Mixed,Morning,Rainy,Moderate load,Conservative,Airbags,1,10,1,Major repairs,Good,7,10,10,10,3579
2023,Ford,Edge AWD,Sport utility vehicle: Small,2.7,6,AS,CNG,12.7,9.3,11.2,25,262,4,6,8,107,Conservative,Hard,Urban,Evening,Clear,Full load,Conservative,Airbags,5,10,0,Very often,Average,6,7,7,9,3233
2023,Ford,Escape,Sport utility vehicle: Small,1.5,3,A,CNG,8.9,6.9,8,35,188,6,8,10,103,Aggressive,Hard,Rural,Evening,Snowy,Moderate load,Moderate,ABS,5,5,2,Very often,Very Good,9,8,9,11,3721
2023,Ford,Escape AWD,Sport utility vehicle: Small,1.5,3,A,CNG,9.2,7.4,8.4,34,197,6,8,8,126,Conservative,Normal,Mixed,Morning,Clear,Light load,Moderate,ABS,5,8,1,Very often,Very Good,6,6,9,8,2002
2023,Ford,Escape AWD,Sport utility vehicle: Small,2,4,A,CNG,10.2,7.6,9.1,31,211,5,7,9,55,Moderate,Normal,Rural,Evening,Clear,Full load,Moderate,Airbags,1,9,2,Major repairs,Good,8,7,11,7,4905
2023,Ford,Escape Hybrid,Sport utility vehicle: Small,2.5,4,AV,CNG,5.6,6.5,6,47,140,7,8,9,109,Moderate,Gentle,Urban,Morning,Rainy,Full load,Moderate,Seat belts,0,6,1,Very often,Average,9,11,11,8,4934
2023,Ford,Escape Hybrid AWD,Sport utility vehicle: Small,2.5,4,AV,CNG,5.6,6.5,6,47,140,7,8,9,121,Moderate,Gentle,Urban,Night,Snowy,Full load,Conservative,ABS,0,10,1,Regular servicing,Very Good,10,7,11,11,2191
2023,Ford,Expedition 4X4,Sport utility vehicle: Standard,3.5,6,AS,CNG,14.7,10.6,12.9,22,302,4,6,5,69,Conservative,Hard,Rural,Morning,Cloudy,Light load,Aggressive,Airbags,5,8,2,Regular servicing,Very Good,11,9,11,8,1206
2023,Ford,Expedition 4X4 (Without Stop-Start),Sport utility vehicle: Standard,3.5,6,AS,CNG,15.4,11.2,13.5,21,318,3,6,9,140,Moderate,Normal,Urban,Night,Snowy,Moderate load,Moderate,Seat belts,2,9,0,Very often,Excellent,7,9,6,7,4491
2023,Ford,Expedition Timberline 4X4,Sport utility vehicle: Standard,3.5,6,AS,CNG,14.5,12.3,13.5,21,318,3,6,3,93,Conservative,Hard,Highway,Evening,Cloudy,Full load,Aggressive,Seat belts,3,7,0,Regular servicing,Very Good,6,10,8,7,2202
2023,Ford,Expedition Timberline 4X4 (Without Stop-Start),Sport utility vehicle: Standard,3.5,6,AS,CNG,15.2,12.3,13.9,20,327,3,6,1,132,Moderate,Gentle,Urban,Morning,Clear,Full load,Moderate,Cruise control,4,10,2,Major repairs,Very Good,9,10,8,8,4038
2023,Ford,Explorer AWD,Sport utility vehicle: Standard,2.3,4,A,CNG,11.6,8.7,10.3,27,241,5,7,9,64,Conservative,Normal,Highway,Morning,Clear,Full load,Conservative,Cruise control,1,7,1,Regular servicing,Average,9,11,10,10,3086
2023,Ford,Explorer AWD (Without Stop-Start),Sport utility vehicle: Standard,2.3,4,A,CNG,12,9,10.7,26,251,5,7,3,73,Moderate,Hard,Mixed,Evening,Clear,Moderate load,Aggressive,Cruise control,5,11,3,Very often,Excellent,11,9,11,9,1567
2023,Ford,Explorer AWD,Sport utility vehicle: Standard,3,6,A,CNG,13.4,9.8,11.8,24,277,4,5,3,137,Aggressive,Normal,Rural,Night,Snowy,Heavy load,Conservative,ABS,4,10,2,Very often,Average,11,7,8,7,3864
2023,Ford,Explorer AWD (Without Stop-Start),Sport utility vehicle: Standard,3,6,A,CNG,13.8,9.6,11.9,24,280,4,5,5,94,Moderate,Normal,Mixed,Afternoon,Snowy,Heavy load,Conservative,Seat belts,2,7,1,Minimal maintenance,Very Good,7,10,6,9,1988
2023,Ford,Explorer AWD,Sport utility vehicle: Standard,3,6,AS,CNG,13.4,9.8,11.8,24,277,4,5,6,70,Moderate,Normal,Urban,Morning,Cloudy,Moderate load,Aggressive,Cruise control,2,8,2,Minimal maintenance,Very Good,6,8,7,8,2779
2023,Ford,Explorer AWD (Without Stop-Start),Sport utility vehicle: Standard,3,6,AS,CNG,13.9,9.7,12,23,282,4,5,4,124,Moderate,Normal,Mixed,Morning,Rainy,Heavy load,Aggressive,Airbags,5,11,0,Minimal maintenance,Good,7,9,11,7,1996
2023,Ford,Explorer Timberline AWD,Sport utility vehicle: Standard,2.3,4,AS,CNG,12.2,10.5,11.5,25,269,4,7,3,70,Aggressive,Hard,Mixed,Night,Clear,Moderate load,Moderate,Airbags,1,8,2,Regular servicing,Good,11,6,6,11,4492
2023,Ford,Explorer Timberline AWD (Without Stop-Start),Sport utility vehicle: Standard,2.3,4,AS,CNG,12.5,11,11.8,24,277,4,7,2,93,Aggressive,Normal,Urban,Evening,Cloudy,Heavy load,Aggressive,Airbags,5,7,3,Minimal maintenance,Average,7,8,9,7,4551
2023,Ford,Explorer Hybrid AWD,Sport utility vehicle: Standard,3.3,6,A,CNG,10.1,9,9.6,29,225,5,6,10,109,Moderate,Normal,Urban,Night,Clear,Full load,Conservative,Airbags,2,6,3,Major repairs,Very Good,11,6,11,8,3322
2023,Ford,F-150,Pickup truck: Standard,2.7,6,AS,CNG,12,9.2,10.7,26,252,5,6,9,103,Conservative,Hard,Mixed,Evening,Cloudy,Moderate load,Moderate,ABS,3,8,3,Regular servicing,Very Good,7,8,7,7,1490
2023,Ford,F-150 (Without Stop-Start),Pickup truck: Standard,2.7,6,AS,CNG,13,9.6,11.5,25,269,4,6,6,140,Conservative,Hard,Rural,Evening,Clear,Full load,Conservative,Seat belts,4,5,1,Minimal maintenance,Average,9,9,10,7,4346
2023,Ford,F-150 FFV,Pickup truck: Standard,3.3,6,AS,CNG,12.2,9.8,11.1,25,261,4,6,4,135,Moderate,Normal,Urban,Afternoon,Clear,Moderate load,Moderate,ABS,0,10,1,Very often,Average,10,9,6,9,3071
2023,Ford,F-150 FFV,Pickup truck: Standard,3.3,6,AS,Hybrid,16.8,12.8,15,19,244,5,6,4,62,Aggressive,Gentle,Highway,Afternoon,Snowy,Moderate load,Conservative,Seat belts,0,10,0,Regular servicing,Good,6,10,8,6,3060
2023,Ford,F-150 FFV (Without Stop-Start),Pickup truck: Standard,3.3,6,AS,CNG,12.5,10.2,11.5,25,268,4,6,7,128,Moderate,Gentle,Highway,Afternoon,Snowy,Full load,Aggressive,Seat belts,1,10,2,Major repairs,Very Good,7,10,11,10,4440
2023,Ford,F-150 FFV (Without Stop-Start),Pickup truck: Standard,3.3,6,AS,Hybrid,17.5,12.4,15.2,19,253,5,6,3,100,Aggressive,Hard,Mixed,Afternoon,Snowy,Full load,Moderate,Cruise control,3,6,1,Regular servicing,Very Good,8,8,7,9,3837
2023,Ford,F-150,Pickup truck: Standard,3.5,6,AS,CNG,13.4,10.2,12,24,281,4,6,4,106,Aggressive,Normal,Mixed,Night,Clear,Full load,Aggressive,Cruise control,3,5,1,Minimal maintenance,Good,9,8,10,7,1375
2023,Ford,F-150 FFV,Pickup truck: Standard,5,8,AS,CNG,14.1,10.2,12.4,23,291,4,5,8,120,Aggressive,Hard,Highway,Evening,Rainy,Heavy load,Conservative,Airbags,0,5,2,Regular servicing,Average,9,9,7,10,2089
2023,Ford,F-150 FFV,Pickup truck: Standard,5,8,AS,Hybrid,19.4,13.2,16.6,17,270,4,5,9,65,Conservative,Gentle,Mixed,Night,Cloudy,Full load,Moderate,Airbags,0,7,3,Major repairs,Good,11,7,8,7,1181
2023,Ford,F-150 FFV (Without Stop-Start),Pickup truck: Standard,5,8,AS,CNG,14.6,10.4,12.7,22,300,4,5,2,138,Aggressive,Hard,Rural,Morning,Snowy,Moderate load,Conservative,Airbags,0,8,0,Minimal maintenance,Excellent,7,7,9,9,3777
2023,Ford,F-150 FFV (Without Stop-Start),Pickup truck: Standard,5,8,AS,Hybrid,19.9,13.8,17.2,16,279,4,5,7,88,Moderate,Hard,Urban,Night,Rainy,Moderate load,Aggressive,Seat belts,3,6,0,Major repairs,Average,10,7,9,6,2145
2023,Ford,F-150 4X4,Pickup truck: Standard,2.7,6,AS,CNG,12.8,10,11.5,25,271,4,6,4,77,Moderate,Hard,Mixed,Morning,Clear,Heavy load,Moderate,Seat belts,2,11,3,Regular servicing,Average,9,9,8,8,1578
2023,Ford,F-150 4X4 (Without Stop-Start),Pickup truck: Standard,2.7,6,AS,CNG,13.5,10.2,12,24,280,4,6,6,136,Conservative,Hard,Highway,Evening,Rainy,Light load,Aggressive,Airbags,5,7,1,Regular servicing,Good,9,11,9,9,1733
2023,Ford,F-150 4X4 FFV,Pickup truck: Standard,3.3,6,AS,CNG,12.6,10.7,11.8,24,277,4,6,9,132,Conservative,Gentle,Urban,Evening,Cloudy,Full load,Conservative,Seat belts,1,6,1,Major repairs,Average,10,10,7,10,4501
2023,Ford,F-150 4X4 FFV,Pickup truck: Standard,3.3,6,AS,Hybrid,17.1,13.1,15.3,18,247,5,6,5,106,Moderate,Hard,Mixed,Night,Snowy,Moderate load,Aggressive,Cruise control,3,6,3,Very often,Excellent,7,11,7,6,2465
2023,Ford,F-150 4X4,Pickup truck: Standard,3.5,6,AS,CNG,13.6,10.3,12.1,23,284,4,6,5,52,Conservative,Gentle,Mixed,Evening,Clear,Full load,Conservative,Seat belts,1,11,2,Minimal maintenance,Excellent,8,9,10,8,4869
2023,Ford,F-150 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS,CNG,14.6,11,13,22,308,4,6,7,72,Aggressive,Hard,Rural,Evening,Rainy,Full load,Conservative,Airbags,5,7,2,Regular servicing,Excellent,7,8,10,10,1775
2023,Ford,F-150 4X4 FFV,Pickup truck: Standard,5,8,AS,CNG,14.2,10.9,12.7,22,298,4,5,10,77,Conservative,Hard,Highway,Morning,Cloudy,Heavy load,Conservative,Seat belts,0,7,0,Very often,Excellent,10,9,8,10,2020
2023,Ford,F-150 4X4 FFV,Pickup truck: Standard,5,8,AS,Hybrid,19.7,13.8,17.1,17,278,4,5,8,124,Conservative,Hard,Mixed,Evening,Cloudy,Full load,Aggressive,Airbags,4,8,1,Very often,Very Good,9,6,9,7,2936
2023,Ford,F-150 4X4 FFV (Without Stop-Start),Pickup truck: Standard,5,8,AS,CNG,15,10.9,13.2,21,309,4,5,4,77,Aggressive,Hard,Urban,Night,Rainy,Light load,Moderate,Seat belts,5,10,1,Regular servicing,Excellent,7,8,10,10,3098
2023,Ford,F-150 4X4 FFV (Without Stop-Start),Pickup truck: Standard,5,8,AS,Hybrid,20.4,14.1,17.6,16,286,4,5,7,108,Aggressive,Normal,Highway,Night,Cloudy,Heavy load,Aggressive,Cruise control,3,6,0,Minimal maintenance,Good,6,7,6,9,3182
2023,Ford,F-150 Raptor 4X4,Pickup truck: Standard,3.5,6,AS,CNG,15.8,13.2,14.6,19,344,3,6,2,75,Conservative,Hard,Mixed,Evening,Snowy,Heavy load,Conservative,Seat belts,3,5,2,Minimal maintenance,Average,8,10,10,10,4430
2023,Ford,F-150 Raptor 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS,CNG,16.8,13.2,15.2,19,357,2,6,9,82,Aggressive,Gentle,Rural,Afternoon,Snowy,Full load,Moderate,ABS,5,9,1,Regular servicing,Average,7,6,7,8,4372
2023,Ford,F-150 Raptor 37 4X4,Pickup truck: Standard,3.5,6,AS,CNG,16,14.4,15.3,18,359,2,6,8,73,Conservative,Gentle,Rural,Night,Snowy,Light load,Conservative,Seat belts,5,7,2,Very often,Average,8,6,10,6,3087
2023,Ford,F-150 Raptor 37 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS,CNG,16.6,14.8,15.8,18,370,2,6,6,70,Conservative,Hard,Rural,Morning,Rainy,Full load,Moderate,Airbags,2,10,2,Regular servicing,Very Good,10,8,7,7,1184
2023,Ford,F-150 Raptor R 4X4,Pickup truck: Standard,5.2,8,AS,CNG,22.8,15.9,19.7,14,460,1,5,2,148,Conservative,Gentle,Mixed,Night,Rainy,Moderate load,Moderate,Airbags,1,6,2,Minimal maintenance,Very Good,10,9,9,9,3762
2023,Ford,F-150 Tremor 4X4,Pickup truck: Standard,3.5,6,AS,CNG,14.3,11.8,13.1,22,309,4,6,5,77,Moderate,Normal,Mixed,Night,Cloudy,Full load,Moderate,Seat belts,3,9,2,Minimal maintenance,Good,9,7,10,6,2546
2023,Ford,F-150 Tremor 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS,CNG,14.6,11.6,13.3,21,311,4,6,4,130,Moderate,Normal,Mixed,Night,Rainy,Full load,Aggressive,Seat belts,4,9,2,Major repairs,Excellent,6,10,11,11,2533
